10;0;
20;0;
30;0;
40;0;
50;0;
60;0;
70;0;
80;0;
90;0;
100;0;
110;0;
120;1;
130;1;
140;1;
150;1;
160;1;
170;1;
180;1;
190;1;
200;1;
210;1;
220;1;
230;1;
240;1;
250;1;
260;1;
270;1;
280;1;
290;1;
300;1;
310;1;
320;1;
330;1;
340;1;
350;1;
360;0;
370;0;
380;0;
390;0;
400;0;
410;0;
420;1;
430;1;
440;1;
450;1;
460;1;
470;0;
480;0;
490;0;
500;0;
510;0;
520;0;
530;0;
540;0;
550;0;
560;0;
570;0;
580;0;
590;0;
600;0;
610;0;
620;0;
630;0;
640;0;
650;0;
660;0;
670;0;
680;0;
690;0;
700;0;
710;0;
720;0;
730;0;
740;0;
750;0;
760;0;
770;0;
780;0;
790;0;
800;0;
810;0;
820;0;
830;1;
840;1;
850;1;
860;1;
870;1;
880;1;
890;1;
900;1;
910;1;
920;1;
930;1;
940;1;
950;1;
960;1;
970;1;
980;1;
990;1;
1000;1;
