5;0;
10;0;
15;0;
20;0;
25;0;
30;0;
35;0;
40;0;
45;0;
50;0;
55;0;
60;0;
65;0;
70;0;
75;0;
80;0;
85;0;
90;0;
95;0;
100;0;
105;0;
110;0;
115;1;
120;1;
125;1;
130;1;
135;1;
140;1;
145;1;
150;1;
155;1;
160;1;
165;1;
170;1;
175;1;
180;1;
185;1;
190;1;
195;1;
200;1;
205;1;
210;1;
215;1;
220;1;
225;1;
230;1;
235;1;
240;1;
245;1;
250;1;
255;1;
260;1;
265;1;
270;1;
275;1;
280;1;
285;1;
290;1;
295;1;
300;1;
305;1;
310;1;
315;1;
320;1;
325;1;
330;1;
335;1;
340;1;
345;1;
350;1;
355;1;
360;1;
365;1;
370;1;
375;1;
380;1;
385;1;
390;1;
395;1;
400;1;
405;1;
410;1;
415;1;
420;1;
425;1;
430;1;
435;1;
440;1;
445;1;
450;1;
455;1;
460;1;
465;1;
470;1;
475;1;
480;1;
485;1;
490;1;
495;1;
500;1;
